,Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
123,2012-08-12,UTCEM IB Equity,NEST IB Equity,1637.55,4386.85,1.0,0.3732860708708982,0.0
124,2012-08-12,ICICIBC IB Equity,WPRO IB Equity,173.45,115.37,1.0,1.5034237670104877,0.0
125,2012-08-12,LT IB Equity,SBIN IB Equity,625.16,201.82,1.0,3.0976117332276285,0.0
126,2012-08-19,BHARTI IB Equity,RELIANCE IB Equity,234.28,355.35,1.5167747993853509,1.0,0
127,2012-08-19,SBIN IB Equity,LT IB Equity,190.58,639.0,3.352922657151852,1.0,0
128,2012-08-26,BHARTI IB Equity,RELIANCE IB Equity,236.22,367.8,1.557023114046228,1.0,0
129,2012-08-26,SBIN IB Equity,LT IB Equity,189.63,645.62,3.4046300690818962,1.0,0
130,2012-09-02,BHARTI IB Equity,MM IB Equity,224.5,386.4,1.7211581291759463,1.0,0
131,2012-09-02,SBIN IB Equity,INFO IB Equity,184.59,301.32,1.6323744514870795,1.0,0
132,2012-09-09,RELIANCE IB Equity,BHARTI IB Equity,344.86,222.57,1.0,1.5167747993853509,-7.271432900802463
133,2012-09-09,LT IB Equity,SBIN IB Equity,601.44,184.92,1.0,3.352922657151852,18.58245776052038
134,2012-09-09,RELIANCE IB Equity,BHARTI IB Equity,344.86,222.57,1.0,1.557023114046228,1.6866344932689756
135,2012-09-09,LT IB Equity,SBIN IB Equity,601.44,184.92,1.0,3.4046300690818962,28.144192374624193
136,2012-09-09,MM IB Equity,BHARTI IB Equity,378.65,222.57,1.0,1.7211581291759463,4.4281648106904115
137,2012-09-09,INFO IB Equity,SBIN IB Equity,296.19,184.92,1.0,1.6323744514870795,5.668683568990706
138,2012-09-16,IIB IB Equity,NTPC IB Equity,312.8,143.0,0.45716112531969305,1.0,0
139,2012-09-16,AXSB IB Equity,WPRO IB Equity,190.65,125.81,0.6599003409388933,1.0,0
140,2012-09-16,SBIN IB Equity,INFO IB Equity,186.13,313.88,1.686348251222264,1.0,0
141,2012-09-30,NEST IB Equity,APNT IB Equity,4355.45,397.89,0.0913545098669483,1.0,0
142,2012-10-07,NTPC IB Equity,IIB IB Equity,141.58,362.8,1.0,0.45716112531969305,24.27805626598464
