,Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
0,2011-02-27,HINDALCO.NS,SBIN.NS,190.79188537597656,237.8427276611328,1.2466081940143174,1.0,0
1,2011-02-27,SBIN.NS,HINDALCO.NS,237.8427276611328,190.79188537597656,1.0,1.2466081940143174,0.0
2,2011-03-06,TATACONSUM.NS,COALINDIA.NS,73.89427185058594,125.34300994873048,1.6962479879654784,1.0,0
3,2011-03-13,CIPLA.NS,SHRIRAMFIN.NS,286.4912109375,647.1232299804688,2.258789119089741,1.0,0
4,2011-03-13,TATACONSUM.NS,COALINDIA.NS,73.48029327392578,130.43016052246094,1.7750359274728644,1.0,0
5,2011-03-20,CIPLA.NS,RELIANCE.NS,281.6115417480469,420.1036987304687,1.4917843783062288,1.0,0
6,2011-03-27,HINDUNILVR.NS,EICHERMOT.NS,212.8452606201172,109.24854278564452,0.5132768400261896,1.0,0
7,2011-03-27,TCS.NS,GRASIM.NS,413.41845703125,343.2712707519531,0.8303240092785831,1.0,0
8,2011-03-27,COALINDIA.NS,TATACONSUM.NS,132.7825164794922,81.34580993652344,1.0,1.6962479879654784,5.2001499547579115
9,2011-03-27,SHRIRAMFIN.NS,CIPLA.NS,611.8128051757812,270.02239990234375,1.0,2.258789119089741,-1.8891463658684913
10,2011-03-27,COALINDIA.NS,TATACONSUM.NS,132.7825164794922,81.34580993652344,1.0,1.7750359274728644,11.60921870721605
11,2011-03-27,RELIANCE.NS,CIPLA.NS,408.5320739746094,270.02239990234375,1.0,1.4917843783062288,-5.7168760075356175
12,2011-03-27,EICHERMOT.NS,HINDUNILVR.NS,109.24854278564452,212.8452606201172,1.0,0.5132768400261896,0.0
13,2011-03-27,GRASIM.NS,TCS.NS,343.2712707519531,413.41845703125,1.0,0.8303240092785831,0.0
14,2011-05-08,SHRIRAMFIN.NS,BHARTIARTL.NS,608.9599609375,324.1395263671875,0.5322838070801428,1.0,0
15,2011-05-08,AXISBANK.NS,COALINDIA.NS,235.1179046630859,145.232666015625,0.6177014303684669,1.0,0
16,2011-05-15,BAJAJ-AUTO.NS,ASIANPAINT.NS,909.3960571289062,247.2198028564453,0.27185053301963247,1.0,0
17,2011-05-15,AXISBANK.NS,COALINDIA.NS,227.98947143554688,150.0520477294922,0.6581534085090952,1.0,0
18,2011-05-15,TATASTEEL.NS,ONGC.NS,40.17121124267578,113.19954681396484,2.817927150120572,1.0,0
19,2011-05-15,ADANIPORTS.NS,BPCL.NS,121.99942779541016,60.42859649658203,0.4953186878705628,1.0,0
20,2011-05-22,BAJAJ-AUTO.NS,ASIANPAINT.NS,912.027587890625,251.7712860107422,0.27605665590999195,1.0,0
21,2011-05-22,AXISBANK.NS,COALINDIA.NS,225.5304718017578,148.75157165527344,0.6595630757427168,1.0,0
22,2011-05-22,GRASIM.NS,BPCL.NS,327.4395751953125,60.184120178222656,0.18380221798884203,1.0,0
23,2011-05-22,BHARTIARTL.NS,SHRIRAMFIN.NS,313.579833984375,509.8923950195313,1.0,0.5322838070801428,-42.172368762166876
24,2011-05-22,COALINDIA.NS,AXISBANK.NS,148.75157165527344,225.5304718017578,1.0,0.6177014303684669,-9.441076631652447
25,2011-05-22,ASIANPAINT.NS,BAJAJ-AUTO.NS,251.7712860107422,912.027587890625,1.0,0.27185053301963247,-3.836100114066073
26,2011-05-22,COALINDIA.NS,AXISBANK.NS,148.75157165527344,225.5304718017578,1.0,0.6581534085090952,-0.3179229162821384
27,2011-05-22,ONGC.NS,TATASTEEL.NS,110.50164794921876,39.00341033935547,1.0,2.817927150120572,-0.5928790066555583
28,2011-05-22,BPCL.NS,ADANIPORTS.NS,60.184120178222656,129.66531372070312,1.0,0.4953186878705628,4.041532876240904
29,2011-05-22,ASIANPAINT.NS,BAJAJ-AUTO.NS,251.7712860107422,912.027587890625,1.0,0.27605665590999195,0.0
30,2011-05-22,COALINDIA.NS,AXISBANK.NS,148.75157165527344,225.5304718017578,1.0,0.6595630757427168,0.0
31,2011-05-22,BPCL.NS,GRASIM.NS,60.184120178222656,327.4395751953125,1.0,0.18380221798884203,0.0
32,2011-05-29,GRASIM.NS,DIVISLAB.NS,311.6994934082031,326.37152099609375,1.0470710665181482,1.0,0
33,2011-06-05,BAJFINANCE.NS,CIPLA.NS,55.41641998291016,309.2003479003906,5.579579987226615,1.0,0
34,2011-06-05,NTPC.NS,DIVISLAB.NS,88.61107635498047,337.35650634765625,3.8071595586559512,1.0,0
35,2011-06-12,BAJFINANCE.NS,CIPLA.NS,55.457054138183594,311.2647705078125,5.612717360215836,1.0,0
36,2011-06-12,HINDALCO.NS,LT.NS,167.11109924316406,637.6089477539062,3.8154793466238814,1.0,0
37,2011-06-19,SHRIRAMFIN.NS,CIPLA.NS,528.116943359375,318.95953369140625,0.6039562595028493,1.0,0
38,2011-06-19,TATAMOTORS.NS,ADANIENT.NS,189.7217559814453,85.4415512084961,0.4503518890941123,1.0,0
39,2011-06-19,GRASIM.NS,TITAN.NS,312.1859436035156,220.2203826904297,0.7054141520545697,1.0,0
40,2011-06-19,DIVISLAB.NS,GRASIM.NS,351.1481018066406,312.1859436035156,1.0,1.0470710665181482,-24.267232885733055
41,2011-06-19,CIPLA.NS,BAJFINANCE.NS,318.95953369140625,56.446075439453125,1.0,5.579579987226615,-4.014140811949833
42,2011-06-19,DIVISLAB.NS,NTPC.NS,351.1481018066406,95.08191680908205,1.0,3.8071595586559512,10.843926628386058
