,Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
0,2011-05-01,HCLTECH.NS,GRASIM.NS,96.4579086303711,347.3807678222656,3.6013715490498206,1.0,0
1,2011-05-15,EICHERMOT.NS,ITC.NS,119.3763198852539,89.10711669921875,0.7464387977856051,1.0,0
2,2011-05-22,GRASIM.NS,HCLTECH.NS,327.4395751953125,93.55536651611328,1.0,3.6013715490498206,9.488060036746125
3,2011-05-22,ITC.NS,EICHERMOT.NS,89.90423583984375,120.11693572998048,1.0,0.7464387977856051,-0.24429473986632377
4,2011-05-29,CIPLA.NS,BHARTIARTL.NS,290.9954833984375,311.2567138671875,1.0696273022251959,1.0,0
5,2011-05-29,ADANIPORTS.NS,HCLTECH.NS,140.13572692871094,92.44115447998048,0.6596544400630014,1.0,0
6,2011-06-12,TCS.NS,BPCL.NS,449.53656005859375,56.46614456176758,0.12560968245699,1.0,0
7,2011-06-19,TATACONSUM.NS,WIPRO.NS,82.71190643310547,144.60928344726562,1.7483490549721594,1.0,0
8,2011-06-19,BHARTIARTL.NS,CIPLA.NS,318.9863586425781,318.95953369140625,1.0,1.0696273022251959,22.181466898767237
9,2011-06-19,HCLTECH.NS,ADANIPORTS.NS,93.69580841064452,144.6698455810547,1.0,0.6596544400630014,1.7362975701269932
10,2011-06-19,BPCL.NS,TCS.NS,56.73830795288086,456.8633117675781,1.0,0.12560968245699,0.6481475644934549
11,2011-06-19,WIPRO.NS,TATACONSUM.NS,144.60928344726562,82.71190643310547,1.0,1.7483490549721594,0.0
12,2011-06-26,BHARTIARTL.NS,INDUSINDBK.NS,329.3348693847656,232.97203063964844,0.7074016519260965,1.0,0
13,2011-06-26,AXISBANK.NS,TECHM.NS,228.46873474121097,130.252197265625,0.5701095049752128,1.0,0
14,2011-07-03,TECHM.NS,TATACONSUM.NS,136.88499450683594,76.2125244140625,0.5567631769182451,1.0,0
15,2011-07-03,ADANIPORTS.NS,TITAN.NS,146.0721435546875,198.05165100097656,1.355848186939412,1.0,0
16,2011-07-10,SHRIRAMFIN.NS,BHARTIARTL.NS,556.0768432617188,324.6463317871094,0.5838155926128251,1.0,0
17,2011-07-17,INDUSINDBK.NS,BHARTIARTL.NS,262.8863525390625,330.517578125,1.0,0.7074016519260965,-29.077671782824833
18,2011-07-17,TECHM.NS,AXISBANK.NS,145.5984344482422,235.46400451660156,1.0,0.5701095049752128,-11.358167393801185
19,2011-07-17,TATACONSUM.NS,TECHM.NS,83.99520874023438,145.5984344482422,1.0,0.5567631769182451,-2.9313618225082045
20,2011-07-17,TITAN.NS,ADANIPORTS.NS,213.93313598632812,146.86679077148438,1.0,1.355848186939412,-14.80406399720107
21,2011-07-17,BHARTIARTL.NS,SHRIRAMFIN.NS,330.517578125,546.59033203125,1.0,0.5838155926128251,-11.40961951373496
22,2011-07-24,RELIANCE.NS,CIPLA.NS,361.218017578125,297.51739501953125,0.8236504840326343,1.0,0
23,2011-07-24,ULTRACEMCO.NS,ASIANPAINT.NS,947.8992309570312,287.64263916015625,0.3034527613971608,1.0,0
24,2011-07-24,MARUTI.NS,INFY.NS,1063.1788330078125,258.24407958984375,0.24289806340411416,1.0,0
25,2011-07-24,HCLTECH.NS,ADANIPORTS.NS,94.42613220214844,144.76332092285156,1.5330853604481094,1.0,0
26,2011-07-31,EICHERMOT.NS,BRITANNIA.NS,124.13007354736328,206.20462036132812,1.6611979230210343,1.0,0
27,2011-08-14,COALINDIA.NS,TECHM.NS,150.03292846679688,140.08116149902344,0.9336694479707112,1.0,0
28,2011-08-14,BPCL.NS,SUNPHARMA.NS,64.85235595703125,227.50624084472656,3.5080643946915933,1.0,0
29,2011-08-14,CIPLA.NS,RELIANCE.NS,285.4590148925781,325.0170593261719,1.0,0.8236504840326343,-17.758556659713253
30,2011-08-14,ASIANPAINT.NS,ULTRACEMCO.NS,279.7073059082031,918.75439453125,1.0,0.3034527613971608,-0.9087478419187534
31,2011-08-14,INFY.NS,MARUTI.NS,235.12648010253903,1078.5640869140625,1.0,0.24289806340411416,26.854647866113424
32,2011-08-14,ADANIPORTS.NS,HCLTECH.NS,127.28141021728516,78.50898742675781,1.0,1.5330853604481094,-6.920430929718073
33,2011-08-14,BRITANNIA.NS,EICHERMOT.NS,203.2493438720703,122.91268920898438,1.0,1.6611979230210343,0.9329601548244373
34,2011-08-14,TECHM.NS,COALINDIA.NS,140.08116149902344,150.03292846679688,1.0,0.9336694479707112,0.0
35,2011-08-14,SUNPHARMA.NS,BPCL.NS,227.50624084472656,64.85235595703125,1.0,3.5080643946915933,0.0
36,2011-08-21,M&M.NS,BHARTIARTL.NS,330.0666809082031,334.4034729003906,1.0131391389771742,1.0,0
37,2011-09-11,HINDALCO.NS,ONGC.NS,137.68948364257812,95.87621307373048,0.6963219741793149,1.0,0
38,2011-09-11,BHARTIARTL.NS,M&M.NS,343.4654846191406,346.77294921875,1.0,1.0131391389771742,7.863762572919111
39,2011-09-11,ONGC.NS,HINDALCO.NS,95.87621307373048,137.68948364257812,1.0,0.6963219741793149,0.0
40,2011-09-18,EICHERMOT.NS,NESTLEIND.NS,133.9477081298828,369.6761474609375,2.759854219397915,1.0,0
41,2011-10-02,CIPLA.NS,SHRIRAMFIN.NS,271.0538330078125,499.6994934082031,1.8435433576539773,1.0,0
42,2011-10-02,SBIN.NS,MARUTI.NS,168.4146270751953,980.8833618164062,5.824217164809874,1.0,0
43,2011-10-02,HCLTECH.NS,TITAN.NS,72.22640228271484,194.6989898681641,2.695676147706436,1.0,0
