Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
2011-06-05,JSWSTEEL.NS,ITC.NS,81.78336334228516,90.62887573242188,1.1081578456625205,1.0,0
2011-06-12,ITC.NS,JSWSTEEL.NS,93.1409683227539,79.7548599243164,1.0,1.1081578456625205,-4.7599945679073405
2011-06-12,SHRIRAMFIN.NS,BPCL.NS,580.7197265625,56.46614456176758,0.09723476227682513,1.0,0
2011-06-19,BPCL.NS,SHRIRAMFIN.NS,56.73830795288086,528.116943359375,1.0,0.09723476227682513,-5.386982510968511
2011-06-19,INFY.NS,HCLTECH.NS,273.8716125488281,93.69580841064452,0.3421158094431552,1.0,0
2011-06-26,HCLTECH.NS,INFY.NS,87.09490203857422,257.877685546875,1.0,0.3421158094431552,1.1291310896223683
2011-07-03,TATASTEEL.NS,COALINDIA.NS,39.7830696105957,152.1558074951172,3.8246371882423187,1.0,0
2011-07-10,COALINDIA.NS,TATASTEEL.NS,151.12306213378906,41.15314483642578,1.0,3.8246371882423187,6.2727860207273345
2011-07-10,M&M.NS,BAJAJFINSV.NS,316.6390380859375,50.25615692138672,0.15871750124426204,1.0,0
2011-07-17,BAJAJFINSV.NS,M&M.NS,49.959815979003906,327.2431945800781,1.0,0.15871750124426204,1.9794061639359266
2011-07-24,JSWSTEEL.NS,TCS.NS,76.38716125488281,437.3302307128906,5.725179775350477,1.0,0
2011-07-31,TCS.NS,JSWSTEEL.NS,443.1027526855469,75.2116928100586,1.0,5.725179775350477,-12.502290139526545
2011-07-31,TATAMOTORS.NS,TITAN.NS,192.78890991210935,209.7769775390625,1.0881174525790818,1.0,0
2011-08-07,TITAN.NS,TATAMOTORS.NS,214.2393341064453,184.187744140625,1.0,1.0881174525790818,-13.821435155860753
2011-08-07,EICHERMOT.NS,ASIANPAINT.NS,125.6390609741211,278.54052734375,2.216989885025671,1.0,0
2011-08-14,ASIANPAINT.NS,EICHERMOT.NS,279.7073059082031,122.91268920898438,1.0,2.216989885025671,-7.211117190580814
2011-08-28,HEROMOTOCO.NS,TATACONSUM.NS,1424.9119873046875,76.50109100341797,0.053688292108570644,1.0,0
2011-09-04,TATACONSUM.NS,HEROMOTOCO.NS,78.82312774658203,1425.2088623046875,1.0,0.053688292108570644,-2.3060980314443307
2011-09-04,GRASIM.NS,BAJFINANCE.NS,302.98016357421875,56.19087600708008,0.18546057716849645,1.0,0
2011-09-11,BAJFINANCE.NS,GRASIM.NS,57.389366149902344,309.5990295410156,1.0,0.18546057716849645,0.029048559580800992
2011-09-11,SHRIRAMFIN.NS,BPCL.NS,560.9865112304688,62.62650680541992,0.11163638617273496,1.0,0
2011-09-18,BPCL.NS,SHRIRAMFIN.NS,62.12259292602539,546.0078735351562,1.0,0.11163638617273496,-1.1682471027008596
2011-09-18,RELIANCE.NS,ASIANPAINT.NS,335.6962585449219,288.3552551269531,0.8589766724741923,1.0,0
2011-09-25,ASIANPAINT.NS,RELIANCE.NS,276.992431640625,342.0455017089844,1.0,0.8589766724741923,16.816675252124043
2011-09-25,KOTAKBANK.NS,APOLLOHOSP.NS,234.9762725830078,494.7576293945313,2.105564208487276,1.0,0
2011-10-02,APOLLOHOSP.NS,KOTAKBANK.NS,484.5887756347656,227.1627197265625,1.0,2.105564208487276,-6.283083475889089
2011-10-09,WIPRO.NS,BAJAJ-AUTO.NS,110.71329498291016,1097.212158203125,9.910392047969415,1.0,0
2011-10-16,BAJAJ-AUTO.NS,WIPRO.NS,1121.7994384765625,116.98326873779295,1.0,9.910392047969415,37.55061776792992
2011-10-16,CIPLA.NS,HINDUNILVR.NS,266.89752197265625,267.61676025390625,1.0026948106371842,1.0,0
2011-10-23,HINDUNILVR.NS,CIPLA.NS,269.8392028808594,273.7458801269531,1.0,1.0026948106371842,4.644370555745197
2011-11-20,BHARTIARTL.NS,M&M.NS,343.1690979003906,356.6930236816406,1.0394089265729152,1.0,0
2011-11-27,M&M.NS,BHARTIARTL.NS,324.29510498046875,328.9832763671875,1.0,1.0394089265729152,17.653049168790268
2011-11-27,BRITANNIA.NS,EICHERMOT.NS,204.72698974609375,150.9446258544922,0.7372971489577244,1.0,0
2011-12-04,EICHERMOT.NS,BRITANNIA.NS,149.1856689453125,200.48681640625,1.0,0.7372971489577244,-1.3673108053736613
2011-12-04,SBIN.NS,BRITANNIA.NS,153.5914764404297,200.48681640625,1.3053251459823594,1.0,0
2011-12-11,BRITANNIA.NS,SBIN.NS,199.7158966064453,164.9364776611328,1.0,1.3053251459823594,15.57983517438904
2011-12-11,TATASTEEL.NS,RELIANCE.NS,28.31818389892578,335.88360595703125,11.861057444781006,1.0,0
2011-12-18,RELIANCE.NS,TATASTEEL.NS,302.8885192871094,26.548080444335938,1.0,11.861057444781006,11.99978791182643
2011-12-25,TECHM.NS,JSWSTEEL.NS,111.93924713134766,42.6274528503418,0.3808088221311999,1.0,0
2012-01-01,JSWSTEEL.NS,TECHM.NS,45.20307922363281,112.29273223876952,1.0,0.3808088221311999,-2.441016125892776
2012-01-01,GRASIM.NS,SUNPHARMA.NS,353.4608459472656,230.9347991943359,0.6533532690882262,1.0,0
2012-01-08,SUNPHARMA.NS,GRASIM.NS,228.19302368164065,344.95159912109375,1.0,0.6533532690882262,-2.8177687186627525
2012-01-08,COALINDIA.NS,APOLLOHOSP.NS,119.51744079589844,525.1690673828125,4.394078921750432,1.0,0
2012-01-15,APOLLOHOSP.NS,COALINDIA.NS,551.30419921875,120.18746948242188,1.0,4.394078921750432,-23.190972907516734
