Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
2011-01-24,LT.NS,APOLLOHOSP.NS,612.1644287109375,484.64111328125,0.7916845385834993,1.0,0
2011-01-25,APOLLOHOSP.NS,LT.NS,468.5146789550781,615.0615234375,1.0,0.7916845385834993,18.420019428003197
2011-01-25,LT.NS,HCLTECH.NS,615.0615234375,94.85503387451172,0.15422039952097652,1.0,0
2011-01-27,HCLTECH.NS,LT.NS,94.30475616455078,607.1826171875,1.0,0.15422039952097652,-0.6648103597023813
2011-03-21,CIPLA.NS,EICHERMOT.NS,270.02239990234375,109.24854278564452,0.4045906666452684,1.0,0
2011-03-22,EICHERMOT.NS,CIPLA.NS,112.36833953857422,273.6352844238281,1.0,0.4045906666452684,-1.658057395869967
2011-05-03,SHRIRAMFIN.NS,NESTLEIND.NS,591.4285888671875,347.1590270996094,0.5869838449381556,1.0,0
2011-05-04,NESTLEIND.NS,SHRIRAMFIN.NS,350.67236328125,554.2574462890625,1.0,0.5869838449381556,-25.332196372892824
2011-05-04,SHRIRAMFIN.NS,NESTLEIND.NS,554.2574462890625,350.67236328125,0.6326885919695221,1.0,0
2011-05-05,NESTLEIND.NS,SHRIRAMFIN.NS,357.8031311035156,503.2767028808594,1.0,0.6326885919695221,-39.385702586761155
2011-05-05,SHRIRAMFIN.NS,NESTLEIND.NS,503.2767028808594,357.8031311035156,0.710947137142206,1.0,0
2011-05-06,NESTLEIND.NS,SHRIRAMFIN.NS,346.93402099609375,539.9514770507812,1.0,0.710947137142206,36.94293580886476
2011-05-20,SBIN.NS,ASIANPAINT.NS,200.27047729492188,262.2485656738281,1.309471916260709,1.0,0
2011-05-23,ASIANPAINT.NS,SBIN.NS,262.6451721191406,194.16859436035156,1.0,1.309471916260709,-8.386850784442805
2011-05-23,SBIN.NS,ASIANPAINT.NS,194.16859436035156,262.6451721191406,1.3526655687258335,1.0,0
2011-05-24,ASIANPAINT.NS,SBIN.NS,267.08843994140625,191.78219604492188,1.0,1.3526655687258335,-7.671266656812694
2011-05-24,SBIN.NS,ASIANPAINT.NS,191.78219604492188,267.08843994140625,1.3926654582620648,1.0,0
2011-05-25,ASIANPAINT.NS,SBIN.NS,270.9683837890625,187.97174072265625,1.0,1.3926654582620648,-9.18663335522643
2011-05-25,SBIN.NS,ASIANPAINT.NS,187.97174072265625,270.9683837890625,1.4415378755728183,1.0,0
2011-05-26,ASIANPAINT.NS,SBIN.NS,269.7742004394531,188.8650054931641,1.0,1.4415378755728183,2.481858349211289
2011-05-26,SBIN.NS,ASIANPAINT.NS,188.8650054931641,269.7742004394531,1.4283969639320901,1.0,0
2011-05-27,ASIANPAINT.NS,SBIN.NS,270.954833984375,192.8653259277344,1.0,1.4283969639320901,4.533412018573859
2011-06-13,TATAMOTORS.NS,BRITANNIA.NS,189.7217559814453,188.890625,0.9956192110011537,1.0,0
2011-06-14,BRITANNIA.NS,TATAMOTORS.NS,198.8834228515625,184.7829437255859,1.0,0.9956192110011537,-14.909974213024068
2011-06-14,TATAMOTORS.NS,BRITANNIA.NS,184.7829437255859,198.8834228515625,1.0763083369151034,1.0,0
2011-06-15,BRITANNIA.NS,TATAMOTORS.NS,196.66514587402344,186.6890106201172,1.0,1.0763083369151034,4.269792666840958
2011-06-15,TATAMOTORS.NS,BRITANNIA.NS,186.6890106201172,196.66514587402344,1.0534371852996003,1.0,0
2011-06-16,BRITANNIA.NS,TATAMOTORS.NS,199.263671875,184.71722412109375,1.0,1.0534371852996003,-4.675679220519566
2011-06-16,TATAMOTORS.NS,BRITANNIA.NS,184.71722412109375,199.263671875,1.078749817853316,1.0,0
2011-06-17,BRITANNIA.NS,TATAMOTORS.NS,198.7355194091797,184.2101898193359,1.0,1.078749817853316,-0.01881069484634157
2011-06-17,GRASIM.NS,BRITANNIA.NS,296.9815979003906,198.7355194091797,0.6691846256273318,1.0,0
2011-06-20,BRITANNIA.NS,GRASIM.NS,198.77780151367188,283.8637390136719,1.0,0.6691846256273318,-8.820551592633242
2011-06-20,GRASIM.NS,BRITANNIA.NS,283.8637390136719,198.77780151367188,0.7002578145569274,1.0,0
2011-06-21,BRITANNIA.NS,GRASIM.NS,199.4538116455078,288.2127685546875,1.0,0.7002578145569274,2.369431789999181
2011-06-21,WIPRO.NS,BRITANNIA.NS,133.63365173339844,199.4538116455078,1.4925418040915457,1.0,0
2011-06-22,BRITANNIA.NS,WIPRO.NS,194.4468536376953,134.0985565185547,1.0,1.4925418040915457,5.700847834580402
2011-07-29,ADANIENT.NS,BHARTIARTL.NS,75.04653930664062,369.3771057128906,4.921973872820617,1.0,0
2011-08-01,BHARTIARTL.NS,ADANIENT.NS,372.8406982421875,81.79496002197266,1.0,4.921973872820617,29.751957914368802
2011-08-01,JSWSTEEL.NS,BHARTIARTL.NS,60.06477737426758,372.8406982421875,6.207310083228855,1.0,0
2011-08-02,BHARTIARTL.NS,JSWSTEEL.NS,365.2799377441406,58.14170455932617,1.0,6.207310083228855,-4.376348776922214
2011-08-02,JSWSTEEL.NS,APOLLOHOSP.NS,58.14170455932617,507.6826477050781,8.731815682958743,1.0,0
2011-08-03,APOLLOHOSP.NS,JSWSTEEL.NS,505.4016418457031,61.36124420166016,1.0,8.731815682958743,30.39343260021433
2011-08-04,WIPRO.NS,APOLLOHOSP.NS,125.96907043457033,514.4301147460938,4.083781145414534,1.0,0
2011-08-05,APOLLOHOSP.NS,WIPRO.NS,509.8208923339844,123.15262603759766,1.0,4.083781145414534,-6.8925201133560225
